id,name,address,latitude,longitude,operator,hours_json,amenities,avg_rating,visit_count
899,Coney Island Beach Zone 6b,Park | POINT (-73.9885 40.57237),40.572370,-73.988500,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms""}",0,0
900,Payson Playground,Park | POINT (-73.9291 40.86741),40.867410,-73.929100,NYC Parks,"{""mon"": ""Closed"", ""tue"": ""Closed"", ""wed"": ""Closed"", ""thu"": ""Closed"", ""fri"": ""Closed"", ""sat"": ""Closed"", ""sun"": ""Closed""}","{""Status: Not Operational"",""Changing Stations""}",0,0
901,"Mill Basin Library, BPL",Library | POINT (-73.917023 40.619877),40.619877,-73.917023,BPL,"{""mon"": ""10:00-18:00"", ""tue"": ""13:00-20:00"", ""wed"": ""10:00-18:00"", ""thu"": ""10:00-20:00"", ""fri"": ""10:00-18:00"", ""sat"": ""10:00-17:00"", ""sun"": ""Closed""}","{""Fully Accessible"",""Single-Stall All Gender Restroom(s)"",""Changing Stations""}",0,0
902,Triborough Bridge Playground B,Park | POINT (-73.9235 40.77475),40.774750,-73.923500,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Multi-Stall W/M Restrooms"",""Changing Stations, in women's restroom only""}",0,0
903,Bensonhurst Indoor Tennis,Park | POINT (-74.001441 40.595081),40.595081,-74.001441,NYC Parks Concessionaire,"{""mon"": ""Mon-Fri - 7:00am - 12:00am Sat-Sun 7:00am-10:00pm"", ""tue"": ""Mon-Fri - 7:00am - 12:00am Sat-Sun 7:00am-10:00pm"", ""wed"": ""Mon-Fri - 7:00am - 12:00am Sat-Sun 7:00am-10:00pm"", ""thu"": ""Mon-Fri - 7:00am - 12:00am Sat-Sun 7:00am-10:00pm"", ""fri"": ""Mon-Fri - 7:00am - 12:00am Sat-Sun 7:00am-10:00pm"", ""sat"": ""Mon-Fri - 7:00am - 12:00am Sat-Sun 7:00am-10:00pm"", ""sun"": ""Mon-Fri - 7:00am - 12:00am Sat-Sun 7:00am-10:00pm""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms""}",0,0
904,Tiger Playground,Park | POINT (-73.9112 40.68803),40.688030,-73.911200,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
905,East River Park Zone 5,Park | POINT (-73.974 40.7218),40.721800,-73.974000,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Multi-Stall W/M Restrooms""}",0,0
906,"Kensington Library, BPL",Library | POINT (-73.975437 40.6313),40.631300,-73.975437,BPL,"{""mon"": ""10:00-18:00"", ""tue"": ""13:00-20:00"", ""wed"": ""10:00-18:00"", ""thu"": ""10:00-20:00"", ""fri"": ""10:00-18:00"", ""sat"": ""10:00-17:00"", ""sun"": ""Closed""}","{""Fully Accessible"",""Single-Stall All Gender Restroom(s)"",""The restrooms have a free feminine hygiene product dispenser."",""Changing Stations""}",0,0
907,"96th Street Library, NYPL",Library | POINT (-73.951807 40.785968),40.785968,-73.951807,NYPL,"{""mon"": ""10:00-19:00"", ""tue"": ""10:00-19:00"", ""wed"": ""10:00-19:00"", ""thu"": ""10:00-19:00"", ""fri"": ""10:00-17:00"", ""sat"": ""10:00-17:00"", ""sun"": ""Closed""}","{""Partially Accessible"",""Single-Stall All Gender Restroom(s)"",""Changing Stations""}",0,0
908,Rainey Park Playground,Park | POINT (-73.941 40.76535),40.765350,-73.941000,NYC Parks,"{""mon"": ""Closed"", ""tue"": ""Closed"", ""wed"": ""Closed"", ""thu"": ""Closed"", ""fri"": ""Closed"", ""sat"": ""Closed"", ""sun"": ""Closed""}","{""Multi-Stall W/M Restrooms"",""Status: Not Operational""}",0,0
909,Marcus Garvey Park Zone 1,Park | POINT (-73.9448 40.80461),40.804610,-73.944800,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Both Single-Stall All Gender and Multi-Stall W/M"",""Changing Stations""}",0,0
910,Woodtree Playground,Park | POINT (-73.9026 40.77752),40.777520,-73.902600,NYC Parks,"{""mon"": ""Closed"", ""tue"": ""Closed"", ""wed"": ""Closed"", ""thu"": ""Closed"", ""fri"": ""Closed"", ""sat"": ""Closed"", ""sun"": ""Closed""}","{""Multi-Stall W/M Restrooms"",""Status: Not Operational"",""Changing Stations""}",0,0
911,Mafera Park,Park | POINT (-73.8913 40.70604),40.706040,-73.891300,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
912,Edenwald Playground,Park | POINT (-73.8452 40.88409),40.884090,-73.845200,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
913,"Dairy, Chess & Checkers House, Carousel",Park | POINT (-73.974625 40.769105),40.769105,-73.974625,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}",{},0,0
914,Hudson River Park Pier 25,Park | POINT (-74.012697 40.719928),40.719928,-74.012697,Hudson River Park,"{""mon"": ""07:30-23:00"", ""tue"": ""07:30-23:00"", ""wed"": ""07:30-23:00"", ""thu"": ""07:30-23:00"", ""fri"": ""07:30-23:00"", ""sat"": ""07:30-23:00"", ""sun"": ""07:30-23:00""}","{""Fully Accessible""}",0,0
915,Pfc Norton Playground,Park | POINT (-73.9448 40.61457),40.614570,-73.944800,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
916,Fordham Plaza APT,Public Plaza | POINT (-73.891159 40.860834),40.860834,-73.891159,NYC DOT/JCDecaux,"{""mon"": ""08:00-20:00"", ""tue"": ""08:00-20:00"", ""wed"": ""08:00-20:00"", ""thu"": ""08:00-20:00"", ""fri"": ""08:00-20:00"", ""sat"": ""08:00-20:00"", ""sun"": ""08:00-20:00""}","{""Fully Accessible"",""Single-Stall All Gender Restroom(s)"",""This unit costs $.25 to use.""}",0,0
917,Newport Playground,Park | POINT (-73.9069 40.66094),40.660940,-73.906900,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
918,McCarren Park Zone 1,Park | POINT (-73.9501 40.72077),40.720770,-73.950100,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Changing Stations""}",0,0
919,Brooklyn Bridge Park Zone 6,Park | POINT (-74.0017 40.69293),40.692930,-74.001700,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms""}",0,0
920,"Port Richmond Library, NYPL",Library | POINT (-74.131106 40.637594),40.637594,-74.131106,NYPL,"{""mon"": ""11:00-18:00"", ""tue"": ""11:00-18:00"", ""wed"": ""11:00-18:00"", ""thu"": ""11:00-18:00"", ""fri"": ""10:00-17:00"", ""sat"": ""10:00-17:00"", ""sun"": ""Closed""}","{""Fully Accessible"",""Both Single-Stall All Gender and Multi-Stall W/M"",""Changing Stations""}",0,0
921,Midland Field,Park | POINT (-74.0995 40.57659),40.576590,-74.099500,NYC Parks,"{""mon"": ""Closed"", ""tue"": ""Closed"", ""wed"": ""Closed"", ""thu"": ""Closed"", ""fri"": ""Closed"", ""sat"": ""Closed"", ""sun"": ""Closed""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Status: Not Operational"",""Changing Stations""}",0,0
922,Wolfe's Pond Park Zone 2,Park | POINT (-74.191 40.51739),40.517390,-74.191000,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Changing Stations""}",0,0
923,MacNeil Playground,Park | POINT (-73.8514 40.79352),40.793520,-73.851400,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
924,Pilgrim Hill & Conservatory Water,Park | POINT (-73.9665 40.77398),40.773980,-73.966500,NYC Parks,"{""mon"": ""06:00-23:00"", ""tue"": ""06:00-23:00"", ""wed"": ""06:00-23:00"", ""thu"": ""06:00-23:00"", ""fri"": ""06:00-23:00"", ""sat"": ""06:00-23:00"", ""sun"": ""06:00-23:00""}","{""Fully Accessible""}",0,0
925,Horatio Playground,Park | POINT (-73.754 40.75878),40.758780,-73.754000,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
926,"Roosevelt Island Library, NYPL",Library | POINT (-73.949446 40.762333),40.762333,-73.949446,NYPL,"{""mon"": ""10:00-20:00"", ""tue"": ""10:00-18:00"", ""wed"": ""10:00-20:00"", ""thu"": ""10:00-18:00"", ""fri"": ""10:00-17:00"", ""sat"": ""10:00-17:00"", ""sun"": ""Closed""}","{""Fully Accessible"",""Single-Stall All Gender Restroom(s)"",""Changing Stations""}",0,0
927,Wright Brothers Playground,Park | POINT (-73.9416 40.83169),40.831690,-73.941600,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
928,St Mary's Playground East,Park | POINT (-73.9105 40.80991),40.809910,-73.910500,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
929,"Cambria Heights Library, QPL",Library | POINT (-73.741164 40.695731),40.695731,-73.741164,QPL,"{""mon"": ""10:00-18:00"", ""tue"": ""13:00-18:00"", ""wed"": ""10:00-18:00"", ""thu"": ""12:00-20:00"", ""fri"": ""10:00-18:00"", ""sat"": ""10:00-17:00"", ""sun"": ""Closed""}","{""Single-Stall All Gender Restroom(s)"",""Yes, a key is needed to enter"",""Changing Stations""}",0,0
930,"Pomonok Library, QPL",Library | POINT (-73.810096 40.732933),40.732933,-73.810096,QPL,"{""mon"": ""10:00-18:00"", ""tue"": ""13:00-18:00"", ""wed"": ""10:00-18:00"", ""thu"": ""12:00-20:00"", ""fri"": ""10:00-18:00"", ""sat"": ""10:00-17:00"", ""sun"": ""Closed""}","{""Single-Stall All Gender Restroom(s)"",""Yes, a key is needed to enter"",""Changing Stations""}",0,0
931,Shore Road Park Zone 4,Park | POINT (-74.0357 40.612),40.612000,-74.035700,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
932,"Webster Library, NYPL",Library | POINT (-73.951343 40.770661),40.770661,-73.951343,NYPL,"{""mon"": ""11:00-19:00"", ""tue"": ""11:00-19:00"", ""wed"": ""11:00-19:00"", ""thu"": ""11:00-19:00"", ""fri"": ""10:00-17:00"", ""sat"": ""10:00-17:00"", ""sun"": ""Closed""}","{""Fully Accessible"",""Single-Stall All Gender Restroom(s)"",""Changing Stations""}",0,0
933,Slope Park Playground,Park | POINT (-73.9893 40.6613),40.661300,-73.989300,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
934,Sternberg Park,Park | POINT (-73.9472 40.70586),40.705860,-73.947200,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
935,Twin Island,Park | POINT (-73.7866 40.87048),40.870480,-73.786600,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Changing Stations""}",0,0
936,Williamsbridge Oval,Park | POINT (-73.8786 40.87667),40.876670,-73.878600,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Changing Stations, in women's restroom only""}",0,0
937,"58th Street Library, NYPL",Library | POINT (-73.969383 40.762194),40.762194,-73.969383,NYPL,"{""mon"": ""10:00-18:00"", ""tue"": ""10:00-18:00"", ""wed"": ""10:00-18:00"", ""thu"": ""10:00-18:00"", ""fri"": ""10:00-17:00"", ""sat"": ""10:00-17:00"", ""sun"": ""Closed""}","{""Partially Accessible"",""Single-Stall All Gender Restroom(s)""}",0,0
938,Jacob H. Schiff Playground,Park | POINT (-73.9521 40.82037),40.820370,-73.952100,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
939,"Sedgwick Library, NYPL",Library | POINT (-73.917496 40.849453),40.849453,-73.917496,NYPL,"{""mon"": ""10:00-18:00"", ""tue"": ""22:00-18:00"", ""wed"": ""10:00-18:00"", ""thu"": ""22:00-18:00"", ""fri"": ""10:00-18:00"", ""sat"": ""10:00-17:00"", ""sun"": ""Closed""}","{""Fully Accessible"",""Single-Stall All Gender Restroom(s)""}",0,0
940,Banneker Playground,Park | POINT (-73.9488 40.69069),40.690690,-73.948800,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Multi-Stall W/M Restrooms""}",0,0
941,Calvert Vaux Park Zone 2,Park | POINT (-73.992 40.58528),40.585280,-73.992000,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Changing Stations""}",0,0
942,Horseshoe Playground,Park | POINT (-73.8978 40.82424),40.824240,-73.897800,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
943,Battery Park City Zone 1,Park | POINT (-74.0184 40.70523),40.705230,-74.018400,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Changing Stations""}",0,0
944,Keltch Memorial Park Snack Bar,Park | POINT (-73.917785 40.840542),40.840542,-73.917785,NYC Parks Concessionaire,"{""mon"": ""06:30-02:00"", ""tue"": ""06:30-02:00"", ""wed"": ""06:30-02:00"", ""thu"": ""06:30-02:00"", ""fri"": ""06:30-02:00"", ""sat"": ""06:30-02:00"", ""sun"": ""06:30-02:00""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms""}",0,0
945,"Van Cortlandt Library, NYPL",Library | POINT (-73.894476 40.883625),40.883625,-73.894476,NYPL,"{""mon"": ""10:00-19:00"", ""tue"": ""22:00-19:00"", ""wed"": ""10:00-19:00"", ""thu"": ""22:00-19:00"", ""fri"": ""10:00-17:00"", ""sat"": ""10:00-17:00"", ""sun"": ""Closed""}","{""Fully Accessible"",""Single-Stall All Gender Restroom(s)"",""Changing Stations""}",0,0
946,Yak Playground,Park | POINT (-73.9358 40.59246),40.592460,-73.935800,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
947,"Parkchester Library, NYPL",Library | POINT (-73.858351 40.833789),40.833789,-73.858351,NYPL,"{""mon"": ""10:00-20:00"", ""tue"": ""22:00-20:00"", ""wed"": ""10:00-20:00"", ""thu"": ""22:00-20:00"", ""fri"": ""10:00-17:00"", ""sat"": ""10:00-17:00"", ""sun"": ""Closed""}","{""Fully Accessible"",""Single-Stall All Gender Restroom(s)"",""Changing Stations""}",0,0
948,Grand Central Parkway Gas,Park | POINT (-73.861689 40.765016),40.765016,-73.861689,NYC Parks Concessionaire,"{""mon"": ""00:00-24:00"", ""tue"": ""00:00-24:00"", ""wed"": ""00:00-24:00"", ""thu"": ""00:00-24:00"", ""fri"": ""00:00-24:00"", ""sat"": ""00:00-24:00"", ""sun"": ""00:00-24:00""}","{""Multi-Stall W/M Restrooms""}",0,0
949,Corona Golf Playground,Park | POINT (-73.854 40.74776),40.747760,-73.854000,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Multi-Stall W/M Restrooms""}",0,0
950,Dyker Beach Golf Course,Park | POINT (-74.019631 40.612719),40.612719,-74.019631,NYC Parks Concessionaire,"{""mon"": ""Closed"", ""tue"": ""05:30-19:00"", ""wed"": ""05:30-19:00"", ""thu"": ""05:30-19:00"", ""fri"": ""05:30-19:00"", ""sat"": ""05:30-19:00"", ""sun"": ""Closed""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms""}",0,0
951,Alley Park,Park | POINT (-73.7456 40.747),40.747000,-73.745600,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
952,Battery Park Zone 2,Park | POINT (-74.015 40.7014),40.701400,-74.015000,NYC Parks,"{""mon"": ""Closed"", ""tue"": ""Closed"", ""wed"": ""Closed"", ""thu"": ""Closed"", ""fri"": ""Closed"", ""sat"": ""Closed"", ""sun"": ""Closed""}","{""Fully Accessible"",""Status: Not Operational"",""Changing Stations""}",0,0
953,Russell Pedersen Playground,Park | POINT (-74.0363 40.62642),40.626420,-74.036300,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
954,Playground One Fifty Two CLII,Park | POINT (-73.94 40.82795),40.827950,-73.940000,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Both Single-Stall All Gender and Multi-Stall W/M"",""Changing Stations""}",0,0
955,Magenta Playground,Park | POINT (-73.8678 40.87355),40.873550,-73.867800,NYC Parks,"{""mon"": ""Closed"", ""tue"": ""Closed"", ""wed"": ""Closed"", ""thu"": ""Closed"", ""fri"": ""Closed"", ""sat"": ""Closed"", ""sun"": ""Closed""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Status: Not Operational"",""Changing Stations, in men's restroom only""}",0,0
956,St. John's Park,Park | POINT (-73.9353 40.67379),40.673790,-73.935300,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
957,Nostrand Playground,Park | POINT (-73.9475 40.6384),40.638400,-73.947500,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
958,River Park,Park | POINT (-73.8773 40.84317),40.843170,-73.877300,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
959,Eleanor Roosevelt Playground,Park | POINT (-73.9358 40.69275),40.692750,-73.935800,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Fully Accessible"",""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
960,Imagination Playground at Betsy Head,Park | POINT (-73.9116 40.66454),40.664540,-73.911600,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Changing Stations""}",0,0
961,"Dyker Library, BPL",Library | POINT (-74.01199 40.616316),40.616316,-74.011990,BPL,"{""mon"": ""10:00-18:00"", ""tue"": ""13:00-20:00"", ""wed"": ""10:00-18:00"", ""thu"": ""10:00-20:00"", ""fri"": ""10:00-18:00"", ""sat"": ""10:00-17:00"", ""sun"": ""Closed""}","{""Fully Accessible"",""Single-Stall All Gender Restroom(s)"",""Changing Stations""}",0,0
962,Williamsburg Bridge Bus Depot APT,Public Plaza | POINT (-73.959219 40.70918),40.709180,-73.959219,NYC DOT/JCDecaux,"{""mon"": ""08:00-20:00"", ""tue"": ""08:00-20:00"", ""wed"": ""08:00-20:00"", ""thu"": ""08:00-20:00"", ""fri"": ""08:00-20:00"", ""sat"": ""08:00-20:00"", ""sun"": ""08:00-20:00""}","{""Fully Accessible"",""Single-Stall All Gender Restroom(s)"",""The unit costs $.25 to use.""}",0,0
963,Dyker Beach Park Zone 1,Park | POINT (-74.0178 40.60569),40.605690,-74.017800,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Multi-Stall W/M Restrooms""}",0,0
964,Alexander Hamilton Playground,Park | POINT (-73.9511 40.82296),40.822960,-73.951100,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
965,London Planetree Playground,Park | POINT (-73.8531 40.68592),40.685920,-73.853100,NYC Parks,"{""mon"": ""08:00-16:00"", ""tue"": ""08:00-16:00"", ""wed"": ""08:00-16:00"", ""thu"": ""08:00-16:00"", ""fri"": ""08:00-16:00"", ""sat"": ""08:00-16:00"", ""sun"": ""08:00-16:00""}","{""Partially Accessible"",""Multi-Stall W/M Restrooms"",""Changing Stations""}",0,0
